number,value,best value
464,1.8210156866073608,
465,2.258930609639486,
466,1.887295138613383,
467,3.499824295425415,
468,3.379151282119751,
469,1.6391519781748454,
470,1.8415002950350443,
471,1.7891960894902548,
472,1.7291438050587973,
473,1.6780312430063884,
474,1.5412921183904011,
475,1.8732393881479898,
476,1.510313582865397,
477,1.5187611391067506,
478,1.526944759051005,
479,5.701020657602946,
480,1.6599758218129477,
481,1.604490527979533,
482,1.6675968634287517,
483,1.5572885844866435,
484,1.818224997584025,
485,2.0188899735768637,
486,1.4716526947021484,
487,1.6260480071703594,
488,1.6122195068041483,
489,1.932924272028605,
490,1.6743171038945517,
491,1.3892377705256145,
492,1.1974193890889486,1.1974193890889486
493,1.5744656532287598,
494,1.5847122171401977,
495,1.6534505633672079,
496,1.7561945147832234,
497,1.7533747978846232,
498,2.5314029799143474,
499,1.5905862104415893,
500,2.001615715853373,
501,1.9836885001500448,
502,1.6489242142359415,
503,1.628622979927063,
504,1.9348968448003132,
505,2.0178135248184206,
506,1.365154165204366,
507,1.3304964347839356,
508,1.916454839515686,
509,4.911580314826965,
510,1.6392105272928874,
511,1.2098200497309366,
513,1.8013059989293416,
514,1.592422785504659,
515,1.5908377274831136,
516,1.4281910417556762,
517,1.345281799952189,
518,1.2958176136652628,
519,1.3115578080495198,
520,1.27609139213562,
521,1.4032397543589274,
522,1.3978388165791829,
523,1.4577124901453653,
524,1.4444018997192383,
525,2.0920818260828655,
526,1.3853592832565307,
527,1.3445112096150715,
528,1.3918307856877645,
529,1.3229490809758504,
530,1.3731493170420328,
531,1.4984886387507121,
532,1.4760597693125408,
533,1.3734121262868246,
534,1.4356031010945638,
535,1.402363537979126,
536,1.3262757136662802,
537,1.3881502956390381,
539,1.3458250862757364,
540,1.344006803894043,
541,1.2611363562901814,
542,1.3008327370961508,
543,1.26839747727712,
544,1.280339729499817,
545,1.2325425528844198,
546,1.3561447031021119,
547,1.330844122695923,
548,1.7261913471857706,
549,1.2421057596206666,
550,1.2998134742736815,
551,1.2193277163823446,
552,1.2181341044743856,
553,1.2769850902557374,
554,1.356892937596639,
555,1.2536528587977092,
556,1.276598921839396,
557,1.2787169294993084,
558,1.2214272234598795,
559,1.362359010632833,
560,1.3825215987523396,
561,1.3234517175038656,
563,1.3223524610519408,
564,1.2450253114064536,
565,1.2064419513066609,
566,1.2696935015360515,
567,1.2275756989796955,
568,1.3113421669642131,
569,1.4469093855539958,
570,1.267254195467631,
571,1.8771069266637166,
572,2.1130364220937095,
573,1.2839661586125692,
574,1.2323461413065593,
575,1.3011990873972574,
576,1.3331818835576374,
577,1.3950971331914266,
578,1.3833821489334106,
579,1.2796574544906616,
580,1.4085524773279825,
581,1.595755953280131,
582,1.4271223246892293,
583,1.3322777565638224,
584,1.2836578998565673,
585,1.2625203008651733,
586,1.3934526620864869,
588,1.293682784843445,
589,1.415273201306661,
590,1.3062731730779011,
591,1.2539349873860677,
592,1.3517924916585287,
593,1.2845179060618084,
594,1.3901131933848063,
595,1.2553222453435262,
596,1.712253413327535,
597,1.3080787577311197,
598,1.3953351972579957,
599,1.2668306767145792,
600,1.371437133916219,
601,1.2885272310256959,
602,1.3016828302383423,
603,1.2106346122105915,
604,1.2626743062973023,
605,1.4057347977320354,
606,1.3466402700424194,
607,1.3313526371002198,
608,1.2811714111328125,
609,1.3226720779418946,
611,1.3052717023849487,
612,1.3019619481404623,
613,1.3135540247599284,
614,1.2847374115626018,
615,1.2150365618387857,
616,1.265502622795105,
617,1.2987151829401653,
618,1.4950444799423217,
619,1.5062102842966716,
620,1.309841233253479,
621,4.359990403811137,
622,1.3853635537465414,
623,1.2195051012039184,
624,1.3238148606618245,
625,1.179218215115865,1.179218215115865
626,1.2578915096282959,
627,2.016878054046631,
628,1.6982334614435832,
629,1.2296905155181885,
630,1.2742455724716186,
631,1.426124803543091,
632,1.9970992349624634,
633,1.3234403418858847,
635,1.278474320157369,
636,1.5072808938980102,
637,1.6037663913091025,
638,1.3722287150700887,
639,1.3471907324473062,
640,1.4119002984364828,
641,1.3518107458750408,
642,1.3070525595347087,
643,1.2954305159250896,
644,19.82830653177897,
645,1.6087187183380127,
646,1.6086297608375548,
647,1.249027200380961,
648,1.196249670982361,
649,1.2651511752128601,
650,1.2317957263628643,
651,1.2311019961039225,
652,1.122204555384318,1.122204555384318
653,1.2256744338353476,
654,1.1349379074732462,
655,1.1029212295532227,1.1029212295532227
656,1.1534105339050293,
658,1.1212621772766114,
659,1.1330393501917522,
660,1.130900214322408,
661,1.1318060450236003,
662,1.1084910881678263,
663,1.1874618028640747,
664,1.1387816183725994,
665,1.0913561070760092,1.0913561070760092
666,1.1040113830566407,
667,1.1468589272816976,
668,2.3387945678710937,
669,1.1326389232635499,
670,1.0815882095336915,1.0815882095336915
671,1.225646773846944,
