number,value,best value
0,1.8054606105804443,1.8054606105804443
1,3.4866291825612388,
2,2.602021906789144,
3,6.584816014480591,
4,3.95997904586792,
5,10.838413489405314,
6,20.460568042755128,
7,3.8714843621571857,
8,40918.630957291665,
9,7.156735741678873,
10,5.0996926709493,
11,23.23937786661784,
12,79.01666149291992,
13,83.06449850463868,
14,3.97449699865977,
15,2.7301926165898642,
16,6.027156081199646,
17,55.46710319417318,
18,4.200344782066345,
20,5.350288203557333,
21,5.2825017880757645,
22,4.262777342732748,
23,3.999300549888611,
24,3.657053432973226,
25,4.2772199905395505,
26,5.263192666244507,
27,4.04099266726176,
28,17.826691166178385,
29,12.933663990020753,
30,2.8937331398646036,
31,4.919356276067098,
32,3.825865751775106,
33,1.6268180959383647,1.6268180959383647
34,4.7960562292734785,
35,6.636176734670003,
36,4.059258195050558,
37,4.342822965304057,
38,4.191139112599691,
39,2.301042070261637,
40,3.107383574104309,
41,2.7919981903711957,
42,2.777594103749593,
43,2.845178597132365,
44,4.201550568898519,
45,330.0087075520833,
46,3.895992498588562,
48,3.7463652060190835,
49,3.4205123638788857,
50,332.60553361002604,
51,3.2412636748631796,
52,2.215456304804484,
53,2.2416604630152386,
54,2.278409177716573,
55,2.4523054765701295,
56,2.8791962620417277,
57,2.8371824508666994,
58,3.1647733419418334,
59,2.9098397656758626,
60,2.7954976779937746,
61,2.332016646639506,
62,2.1130953698476156,
63,2.064234855588277,
64,3.783942128753662,
65,2.9231206364949545,
66,5.835734040323893,
67,2.7094596493403116,
68,3.3676989141464233,
69,2.8831455036799114,
70,6.108667971420288,
71,2.962028619194031,
72,2.2395907323201496,
73,2.771502293141683,
74,3.3031995206832887,
75,2.626627474530538,
76,3.2107838378270466,
77,3.7843054856618243,
78,3.34918497282664,
79,3.218814703432719,
80,3.67171791083018,
81,2.3851986321131387,
82,2.2189965637842812,
83,3.12924672164917,
84,3.1068817121505736,
85,3.633573176765442,
86,2.5369524984995526,
87,20.676000983428956,
88,3.1423538012186687,
89,2.622303916613261,
90,4.982101358922322,
91,2.7510416758855185,
92,2.392224875768026,
93,3.715233899307251,
94,2.6386170127868653,
95,3.4190426713943483,
96,2.6684122934977212,
97,3.4325435693740847,
98,2.997938748041789,
99,11.28270336227417,
100,3.5874667376200358,
101,2.8242990333557128,
102,2.4119551300048827,
103,3.2811398576100665,
104,2.2238370823542275,
105,2.196186480712891,
106,2.602964856529236,
107,3.531162652206421,
108,2.2099445278167726,
109,2.943524559656779,
110,2.099957969347636,
111,3.4540649289449057,
112,3.8277712347666424,
113,1.9366761735280356,
114,1.9964825748443604,
115,2.6055172328948975,
116,4.064638685862223,
117,3.4297397237141927,
118,2.2581701283137003,
119,2.4320138175328574,
120,3.2801157967885337,
121,2.221086232630412,
122,4.108222431882223,
123,3.543664549891154,
124,2.0717859788894653,
125,2.1568848476409914,
126,2.1934176924387616,
127,5.192554529762268,
128,3.6981603925069173,
129,2.0265471806844078,
130,2.630335168202718,
131,2.870943435160319,
132,1.9754963539759318,
133,3.790330854352315,
134,2.8575944652557372,
135,3.1710413412094116,
136,2.3823727370580037,
137,2.2880320020039875,
138,3.070399462254842,
139,2.0520073221842448,
140,4.173141769727071,
141,4.03554929745992,
142,2.257370572916667,
143,2.7878025684992473,
144,3.13805030225118,
145,2.779571022669474,
146,5.028112934303284,
147,4.232274313227336,
148,2.0092390104293822,
149,2.0201791769663493,
150,2.281376212755839,
151,2.5310241028467813,
152,2.9020305274327596,
153,2.0526256971995034,
154,2.7987331247965495,
155,2.325357109006246,
156,2.4932435262044272,
157,3.1053045629501344,
158,3.6500234115600585,
159,2.7823275028228758,
160,3.5777985059102377,
161,2.4899669968922935,
162,1.9109167447725932,
163,2.7888860668182374,
164,2.51366883576711,
165,3.1836812561035157,
166,3.2775289936701455,
167,2.24687560450236,
168,83.63058792317709,
169,2.3772312586466473,
170,2.913799629974365,
171,2.258097561899821,
172,3.422379848988851,
173,3.2813046906789145,
174,2.410515599441528,
175,2.4836251499176027,
176,2.8458871775309245,
177,3.850952663167318,
178,3.7962018109003703,
179,2.85423780002594,
180,5.453412173207601,
181,2.969744921366374,
182,2.230173474438985,
183,2.9898872042338054,
184,2.9296934199651083,
185,3.481591565958659,
186,3.033276733016968,
187,2.919224632326762,
188,3.7681284595489504,
189,3.700834115155538,
190,2.413158015314738,
191,5.0951187679926555,
192,2.8140941307703655,
193,3.440246188990275,
194,3.413553357187907,
195,3.0150730372746786,
196,4.910881243451437,
197,2.8795352755864463,
198,4.770402106348674,
199,4.200292638905843,
200,2.9291854225158693,
201,3.0957429078420002,
202,1.8729347537994385,
203,2.169723399225871,
204,2.8543036455790203,
205,1.9909343490600586,
206,1.9652979952494303,
207,2.185624511210124,
208,3.0591095643997193,
209,4.684275663121541,
210,2.2704017133076984,
211,2.1098667002360028,
212,3.0720860330581665,
213,2.9232100302378337,
214,2.023486248524984,
215,2.595628419876099,
216,2.46684208017985,
217,2.4734925462086994,
218,1.961909405708313,
219,2.0827763963063557,
220,2.0104712036132812,
221,2.6974363184611003,
222,2.412945098431905,
223,3.1305011730829873,
224,2.3635854785283406,
225,2.2875330974578856,
226,2.216177134513855,
227,5.134622654787699,
228,3.0809826458613077,
229,2.902728439394633,
230,2.6912329211552937,
231,2.2547526308695476,
232,1.787392042986552,
233,1.9225173850377402,
234,1.9998071087519327,
235,1.9358632424672444,
236,1.9915883235931398,
237,2.853930888303121,
238,2.042737806892395,
239,2.0812578800201416,
240,2.0591690337498982,
241,1.9767025283813477,
242,1.885486429532369,
243,1.967730024846395,
244,2.100284600512187,
245,2.0584928462346395,
246,2.054089876937866,
247,2.0238949506759645,
248,2.293572487703959,
249,7.386890572611491,
250,1.912753706932068,
251,2.1351445130030315,
252,2.15307075881958,
253,1.8779625900268555,
254,1.945763431485494,
255,2.0775810344060264,
256,2.2951003911972045,
257,2.352304292615255,
258,2.3162418685913084,
259,2.1512891663233438,
260,2.1462919698079426,
261,2.070743579419454,
262,1.9362308681488036,
263,3.434083044878642,
264,2.3201203455607096,
265,3.8735956024805707,
266,4.381148525110881,
267,1.8624696648915608,
268,5.595554191716512,
269,1.8725307965596516,
270,2.2254779768625896,
271,1.6837987712224325,
272,1.9777688943862914,
273,1.607489587020874,1.607489587020874
274,1.6857482809066773,
275,1.8013404247283935,
276,1.6392386234283447,
277,2.7479046213785807,
278,1.5718745000839234,1.5718745000839234
279,1.6297949089686077,
280,2.9727342129389447,
281,1.848701380030314,
282,1.7258999354044597,
283,1.7111369995117187,
284,1.673486039797465,
285,1.7082336955388386,
286,1.9653764734903971,
287,1.4822478377660115,1.4822478377660115
288,1.7676181725184124,
289,2.7728141405741376,
290,1.861962760925293,
291,1.5980836990356446,
292,1.9110370964686076,
293,2.0115041580200197,
294,1.8150751241048177,
295,3.3462332794825236,
296,1.9659836330413818,
297,2.0323559433619183,
298,3.3475245937983193,
299,2.5603137065251667,
300,2.1188984914779665,
301,1.8092727829615276,
302,2.206523152669271,
303,2.069638171895345,
304,3.045562723668416,
305,2.040232291825612,
306,1.772594668197632,
307,3.600898026148478,
308,2.923316795794169,
309,3.3322817459106444,
310,2.0965604252497356,
311,1.9304710855484009,
312,2.080640059661865,
313,1.9432863459904988,
314,1.8787830724716186,
315,1.716036484336853,
316,2.620376002883911,
317,2.6639988277435305,
318,4.128613176600139,
319,1.8014916947046915,
320,2.921499831835429,
321,1.8545093447367351,
322,3.9624406352996826,
323,2.000696581077576,
324,2.0830223949750266,
325,2.192195179239909,
326,11.093430094528198,
327,2.2437943159103395,
328,5.9710883590698245,
329,3.1068089335123696,
330,2.618273652712504,
331,2.1681223943074546,
332,2.0531838752746583,
333,2.5915040510813396,
334,4.422879148546855,
335,2.4153653210957846,
336,3.2188707198460897,
337,2.4558249760945636,
338,1.798664212036133,
339,1.885470838991801,
340,2.153480271148682,
341,1.8861425318717957,
342,1.9074949787139892,
343,2.009283592001597,
344,1.9535757479985556,
345,2.4200082887331646,
346,4.207241425069173,
347,6.374659156163534,
348,3.7615418554941815,
349,3.1055974442164103,
350,2.9000425061543784,
351,1.6158696863174438,
352,2.273610538291931,
353,1.9152853279749553,
354,2.1327945958455405,
355,3.356027618980408,
356,1.9710437342961629,
357,1.9305538699467977,
358,2.8170813700358073,
359,4.343343315124511,
360,2.1611166600545246,
361,1.764285903676351,
362,1.907742001024882,
363,2.9059662183761596,
364,2.4500497075398764,
365,2.919295569229126,
366,2.8066257197062177,
367,2.6403133257548013,
368,3.0077903683344522,
369,2.2592980211257934,
370,1.8859995343526204,
371,2.2193722688674926,
372,2.141017069371541,
373,2.248504841677348,
374,4.805395200220744,
375,2.5482427921295168,
376,2.136473111406962,
377,3.667776721827189,
378,2.695504749806722,
379,1.8807727433522543,
380,3.592444936243693,
381,2.043972209421794,
382,1823.7322767578125,
383,3.56618668200175,
384,3.4084628084818522,
385,2.945021037101746,
386,1.8235749786376954,
387,2.367942631022135,
388,2.0877430636088055,
389,2.828247926712036,
390,2.4928796267827353,
391,1.6739253026326497,
392,2.823450796000163,
393,2.3882818048477175,
394,3.6993411969502765,
395,1.9595754759470623,
396,2.9425505287806195,
397,1.9096386991500856,
398,2.0096167817433677,
399,3.3471924679438274,
400,2.142548252105713,
401,3.6702191052118938,
402,1.6178998916625977,
403,2.150559038035075,
404,2.1883470050811766,
405,2.1437227544784547,
406,4.612051714769999,
407,1.8358727383931477,
408,3.4531182649612426,
409,2.147713957532247,
410,3.0891605028152465,
411,3.319061179161072,
412,3.938422562090556,
413,1.8940234882672629,
414,3.0428811674753824,
415,6.829328577295939,
416,2.0481194068908692,
417,1.8248476434707641,
418,1.6405689825693766,
419,1.8958424869537354,
420,1.9102555746078491,
421,1.85056652469635,
422,2.003657651392619,
423,1.7476881783803304,
424,1.7227429949442545,
425,1.7974639792760214,
426,1.8777576557159423,
427,1.8601694727579752,
428,1.9385425441741944,
429,2.1766418411890665,
430,2.39245409895579,
431,5.478346943918864,
432,1.8726790021896362,
433,2.3707037470499674,
434,1.7018745814005534,
435,1.534429059410095,
436,1.9254315752029418,
437,1.6079922754287719,
438,1.3499405908584594,1.3499405908584594
439,1.4911436093012491,
440,2.808449183019002,
441,2.1718454856236775,
442,1.8562620944976806,
443,1.4855489402770996,
444,1.8399021505355835,
445,4.418061760075887,
446,1.629559861310323,
447,1.584213282140096,
448,1.5862131182988484,
449,1.6785369012832643,
450,1.6364211438496907,
451,4.434291426467896,
452,1.8274306756019592,
453,1.5924066038131715,
454,3.107659045982361,
455,2.151408008257548,
456,1.5307542066574096,
457,1.7634312280019124,
458,1.8014663190841675,
459,1.8753594792048136,
460,1.7980032876650491,
461,1.616393978246053,
462,1.7750596764246622,
463,1.71212138671875,
