train_loss,test_loss,train_l1_norm,test_l1_norm,train_linf_norm,test_linf_norm
8.991769199848175,9.021351782226562,19.8344671282053,22.777413840293885,508.9152589715481,592.5116374839782
8.968698013687133,9.103934156799317,19.71652798652649,24.39822576637268,502.1777202828407,634.2933310012818
8.971869432640077,9.02142215423584,19.7219906645298,22.18268724975586,505.5262901730537,577.1030028564453
8.97002707567215,9.039321136474609,19.776930120515825,21.53776699333191,503.3905145107269,560.4115175384521
8.97406080675125,9.04623396911621,19.799774470996855,23.54158477344513,501.20731878328326,612.1549576919556
8.971964365291596,9.02847353515625,19.66507199947834,21.845451115608217,502.6192395514488,568.3555835464477
8.971202078437805,9.020546495056152,19.735152057504653,22.277924183654786,507.77012057762147,579.530984766388
8.962551322841644,9.020988528442382,19.693687518525124,22.231027749061585,500.7564364133835,578.3214429458618
8.965072045993805,9.020744515991211,19.637665546154977,22.670977480125426,500.0490259615898,589.6841884552002
8.964305641555786,9.052650191497802,19.702195915699004,23.679293070030212,496.75474893417356,615.7681111915589
8.965390777492523,9.020133824920654,19.73847107257843,22.325243103218078,504.01698720951083,580.7658086509705
8.962787009334564,9.025882727050782,19.63489869170189,22.98654555835724,504.13429401054384,597.839817313385
8.962068473720551,9.023002462768554,19.70985597155094,22.0917261510849,502.0412411953926,574.7245613128662
8.960898727798462,9.022527445983886,19.709391425061227,22.113714902496337,506.19445313777925,575.2829792037963
8.960903430175781,9.023440003967286,19.7441169757843,22.058840532302856,506.1504381559372,573.8801034439086
8.96060613012314,9.02099789276123,19.69846756081581,22.732964893722535,506.0622154905319,591.3118177116394
8.960746492862702,9.020459651184082,19.69508602318764,22.69015892086029,498.739029509449,590.2249992706298
8.96030857257843,9.020789270019531,19.710610349965094,22.225396641159058,502.82440824136734,578.2385925979614
8.960512269592286,9.026363633728028,19.756207704591752,21.922035090827944,503.97477009840014,570.397659552002
8.958839600753784,9.021029956817626,19.71460670392513,22.199941916275023,503.9532127304077,577.6021459663391
8.95831961336136,9.021306134033203,19.7134628469944,22.175254840278626,506.5700090194702,576.976878125
8.957916752815247,9.022723417663574,19.71387697107792,22.084706519508362,502.40570236606595,574.6504499771119
8.958290466213226,9.021003147125244,19.70309066007137,22.191292825698852,503.721744627285,577.4174991966247
8.958704629993438,9.021716967773438,19.711093574261664,22.140430764579772,505.96058963012695,576.1181499061585
8.958588932704926,9.022969505310058,19.692832916116714,22.06883139591217,503.4825009204865,574.2875047149658
8.957969497966767,9.020529624938964,19.685853528118134,22.222884595298765,503.34917977666856,578.2802591415406
8.957922494220734,9.020143576049804,19.699535680413245,22.25444619579315,499.88758663806914,579.1088562347412
8.957652256584167,9.021027854919433,19.724010842871667,22.18441980190277,504.85717596416475,577.3065190734864
8.95791033563614,9.02066450958252,19.71107010447979,22.210511123657227,506.0236181667328,577.994709311676
8.9579093998909,9.019803816223144,19.72607695939541,22.284850653457642,499.54605577955243,579.9236801704407
8.957537479305268,9.024183901977539,19.741553451657296,22.011607493019103,503.74325481510164,572.8685058059692
8.957335514068603,9.01914115447998,19.667846314382555,22.366602307319642,500.654232958889,582.0435296974182
