L1 Norm,Linf Norm
0.167042841593112,5.085123817612789
0.0761004281441972,2.152988900015573
0.0599773416483658,1.685584620184498
0.0540910954667284,1.573654856329877
0.0521367959957453,1.5925137454386915
0.0522705687581707,1.6633364558581611
0.0386303902876767,1.0291887317101125
0.0375842683677852,1.0844359705155018
0.0342130548364482,0.9749585347685612
0.0341995968525647,0.9899332302329014
0.0362952123502851,1.105800763966411
0.0279172820015548,0.7528047410845
0.0356366030784804,1.1284464215473446
0.0348581771929544,1.1505371665265354
0.0288549943686855,0.8525060298492549
0.0259224356351143,0.6990253076082678
0.0254094303488993,0.6862477583451139
0.0237958290065609,0.653853188811359
0.0301587595018572,0.9689189950083382
0.0244602587560992,0.683501322379912
0.0243396427165323,0.7068948109821067
0.0202634115617693,0.4858277316380758
0.0261070932812479,0.8005281675304402
0.0240345611181808,0.7082843355389137
0.0239633987992507,0.691191444100882
0.0267393788762972,0.8481055380084784
0.0261978403111352,0.8162061159655335
0.0185203652781157,0.4718772026951017
0.0317534798334847,1.0843501192832423
0.022522331413356,0.6754666882465652
0.0201668933549779,0.5577691079311189
0.0073096021854929,0.2118846794102108
0.006199581392006,0.1650016269292682
0.006299551257825,0.1725180753747816
0.0064409277764651,0.1839740465911833
0.0061346681513663,0.1711131398226804
0.0065436412897026,0.189603956441849
0.0061814904440157,0.1755561395247699
0.0064068550907868,0.1907679892143787
0.0066673234612091,0.194304271927246
0.0056961139011444,0.1567799247763963
0.0057617512648481,0.1602497814529546
0.0059282947061088,0.1703014557520306
0.0056005442342851,0.1503428730762243
0.0057084631830904,0.1578495981998567
0.0060128495315831,0.1742177847695274
0.005521389931377,0.1519934727436251
0.0057544913068923,0.1647545104638848
0.0051582528547805,0.1383459045115392
0.0050983026244626,0.1366131676391523
0.0054390409671053,0.1482099648417744
0.0050481474071399,0.1311404985818837
0.0056669509240527,0.1614732981015433
0.0072249822804878,0.2422891728822112
0.0054136540429688,0.1528030816941842
0.0052115255641809,0.1425309594424412
0.0052858760676732,0.1459779594646621
0.0057537917132169,0.1683112524538824
0.0049044162414385,0.129021559449
0.0049999561178505,0.129100732948241
0.005171274150104,0.1423023551144797
0.0046933324447702,0.1189687502761749
0.0053632198123115,0.1529221215964033
0.0052182752246983,0.1414029330025077
0.0048425801271208,0.1267869775728584
0.00532388849868,0.1500549856082536
0.004729626675901,0.1183629469067498
0.0049627637971665,0.1321660648700111
0.0055661836609404,0.1628558416008949
0.0049640536974853,0.1336249698420957
0.0032438983726999,0.0948410296783782
0.0032007300054858,0.092605578676259
0.0032079188616829,0.0935475927462597
0.0031306578355688,0.0901267067857057
0.003098506411782,0.088555188414629
0.0031280071377812,0.0893987814335618
0.0030352748149896,0.0858655779082473
0.0030270272759764,0.0852561582178546
0.0031131316741499,0.0908776674713095
0.0031554970467142,0.0920617234782985
0.0029989154608112,0.0851728188919223
0.0029992944411467,0.0848040741930017
0.0032604171847066,0.0968301780045832
0.0030023319689331,0.0844373554228368
0.0030030378150418,0.0853443303409643
0.0030224923373476,0.0864426175120315
0.003061799911208,0.0885828531114995
0.0029765500707741,0.0861279302582348
0.0030095324075125,0.0868765140010364
0.0031520047858051,0.0938583302601211
0.0029540805738455,0.0837135716762772
0.0030162758153092,0.0885220614243706
0.0030014558705108,0.0872157151585706
0.0030615968658537,0.0891160018241993
0.003112756546423,0.0927476648080133
0.0029828559199653,0.0858946205645246
0.0030976062159908,0.0916958193463273
0.002900424475548,0.0821862987235217
0.0029719195978956,0.0861705816787638
0.0029668179570398,0.0860214963915903
0.00311124791779,0.0938452741720509
0.0029071320723764,0.0838020046997
0.0028806410638906,0.0823161216236883
0.0029598014939714,0.0860553155360947
0.0029457529751562,0.0847841750779014
0.0029494961703658,0.0859888776867941
0.0030406388302682,0.0908681951048143
0.0029164518221085,0.0850374364773742
0.0029751809402856,0.0869897857386968
0.0028813652795812,0.0825065240994154
0.0030035294420573,0.0880830050862219
0.0028311991795962,0.0810895511963317
0.002967770662529,0.0878588672968675
0.0029008279210298,0.0855743425707361
0.0027959419370301,0.0792181282000296
0.0029845747090126,0.0885843755673879
0.0028694023089909,0.0834042738615942
0.0029359461667118,0.0863362505986471
0.0027884842797706,0.0789212272890188
0.0029113547294349,0.0852848109336191
0.0028967957769775,0.0841382866845844
0.0028082389052367,0.080288514610473
0.0028506330502881,0.08252696331045
0.0028554751879273,0.0823089849071635
0.0027355771883936,0.0765731625900749
0.0030011355703158,0.0902679037397872
0.0027360328608338,0.0767821455621073
0.0028870787427025,0.0844233391434303
0.0027527544107484,0.078440741747494
0.0028761309755602,0.0846088513375434
0.0028500815772487,0.0833205201584263
0.0028692376809107,0.0833911164182456
0.0029745293270847,0.0890061162293015
0.0028725545028049,0.0846383840598267
0.0029165612803648,0.0858354554052115
0.0027934446314204,0.0806064489640673
0.0027960452934428,0.081310031218233
0.0028033814280453,0.0806675233514804
0.0029113302228273,0.0851936656856996
0.0028527783176767,0.0825901878721662
0.0029021481447482,0.0856673243935045
0.0027523719401062,0.0773390825974347
0.0027922868908419,0.0802717027571867
0.0029091517610795,0.0874056060671558
0.002703080103419,0.0771254711060348
0.0028806077386943,0.0853653509109775
0.0027540903016848,0.0803432121779988
0.0027983260238062,0.0815196632598264
0.0027979219706852,0.0811827837025848
0.0027828162445934,0.0809078201359807
0.0029114965604559,0.087834680328668
0.0026607655760883,0.0731456368000435
0.0028210576768131,0.0830023106821885
0.0028410223189999,0.0842551982669916
0.0027229431854135,0.0774862471441912
0.002802199354038,0.0827573887330276
0.0028266793510694,0.0831971627595077
0.0028214067136555,0.0834326824238334
0.0027119767300515,0.078504239961697
0.0027276051453503,0.0794921292260434
0.0028179748338538,0.0839157392650566
0.0027986495189907,0.0824854924251703
0.002758464639457,0.0803880249891139
0.0028770558196079,0.0867579556559547
0.0027877938917499,0.0824986093306652
0.0027369913487411,0.0792328092019146
0.0028150813378815,0.0844290689328088
0.002749709137556,0.0807415772768727
0.0025140855288027,0.0745123888631322
0.0024601672933778,0.0719504067240952
0.0025160045823879,0.0743519111500005
0.0025075650478269,0.0744628190736271
0.0024799431628092,0.073359124968067
0.0024756526021556,0.0733836834332236
0.0025212458361998,0.0745779801717028
0.0024617345122915,0.0723992243516055
0.0025199003829358,0.0755300885233417
0.0025312888892487,0.0752267686052713
0.002489939077611,0.0725052593290194
0.0024604008770413,0.0718891381871319
0.0024919339262287,0.0736944289238803
0.0025208903153492,0.0751191508825606
0.0024892628746321,0.0716627047381538
0.0025727732623297,0.0770178898773592
0.0025237169761407,0.0756846780434396
0.0025453830729162,0.0763112791885068
0.0024806326512298,0.0730685317277238
0.002577334263283,0.0774557762162352
0.0025000492015627,0.074438365653358
0.0025002718016556,0.073599027435953
0.0024683535811123,0.0728501867915634
0.0025535485819298,0.0763579730929341
0.0024803606804682,0.0728544666193003
0.0025152823204167,0.0743434776310779
0.0025123252663539,0.0749845437638461
0.0025035209077224,0.0738653912310823
0.0025372500262808,0.0759597651494899
0.0024817820862775,0.0728027699341357
0.0024875822020672,0.0734477227913274
0.0025376425314916,0.0770657525026268
0.0025280994466484,0.0752120406771311
0.0024983403484897,0.0733168297937954
0.0025056173016979,0.0743593221376853
0.0024845266464566,0.0734364225942408
0.0025195222028829,0.0755992149879268
0.0025033011215502,0.0743367112321866
0.0025154592731756,0.0747687177283049
0.0024928160625837,0.0739260953623335
0.0024817942198791,0.073274560126035
0.0024829176278177,0.0740814047512918
0.0024728565826724,0.0734279760147095
0.0024929685773571,0.0737260529389182
0.0025267743552671,0.0758071975552564
0.0024695715991645,0.0733094438411135
0.0024812499728759,0.0737437960477662
0.0024012611533024,0.0696332161614831
0.0025170454598483,0.0746282923373568
0.0024640778986813,0.0727918963946736
0.0024773823414339,0.0729503217824298
0.0024662889230763,0.0735522273719485
0.0025218417913485,0.0759353894502142
0.0024778961371524,0.073787365075908
0.0024983074124087,0.0738097409893904
0.002476369129047,0.0737936301660694
0.0024911343948755,0.0740248014726647
0.0025066499686774,0.0752040431082394
0.0025101902152138,0.0743997458483325
0.0024962183525687,0.0740403724523246
0.0024685348839931,0.0738569127907932
0.0025194304362928,0.0753549545828427
0.0024631653297001,0.0730767367167995
0.0025138088282506,0.075643565220799
0.0024854762582504,0.0743109191768526
0.0024700758983006,0.0738949252352496
0.0025145621502888,0.076321295979878
0.0025420110698305,0.0774770668841505
0.0024839576001068,0.0741998934024421
0.0025287656076223,0.0765648355539218
0.0024730035506461,0.0739272026969076
0.0024976336793832,0.0749772108764358
0.0024789795596796,0.0732687427907745
0.0024538205301309,0.072706519398489
0.0025159128972714,0.0759574183571807
0.0024643054052146,0.0735654257203074
0.0024539666252065,0.0724494109806939
0.0024726285432167,0.0735869079054042
0.0025785754776006,0.0785639187084481
0.0024826439946275,0.0740643016796559
0.0024909062517956,0.0751610176878006
0.0024507765011916,0.0736526418160166
0.0024547892434475,0.0736655090925312
0.0024428402788664,0.0728941626011554
0.0024630329208506,0.0727364619451575
0.0024264009390066,0.071550111171673
0.0024606835440979,0.0740114965800792
0.0024631541710448,0.0739374760050122
0.0024467243995743,0.0736889809534928
0.0024443773951526,0.0733792341501713
0.0024438484652371,0.0721893195449825
0.0024591674806782,0.07385538294188
