train_loss,test_loss,train_l1_norm,test_l1_norm,train_linf_norm,test_linf_norm
0.0216626691507111,0.010991045684111305,0.12331071526533924,0.08870552517175674,3.7989581804638264,1.2133296759471297
0.0016082773962947158,0.0018238462324545253,0.041254904629761585,0.11441196857551113,1.1347468612453668,3.4627158030331135
0.0011917452056144611,0.0028210991530213505,0.03666337275902915,0.08448338228370994,0.988540951568773,2.152076539447531
0.0009697304980211356,0.0001008744016438868,0.04777053669731831,0.030391418989072553,1.5012685992477928,0.8892547469557263
0.0008364456782597244,0.020936605627136305,0.03564004038714338,0.06595623641833663,1.0494652515482856,0.4735519145652652
0.0003777689934015825,0.000875636919614044,0.02789772012148751,0.02558209864431992,0.8139482117813895,0.513928931443952
0.0005590319197068766,0.0005692476066004019,0.030677544093705364,0.02992402774379589,0.9440511820587096,0.8271135998729616
0.00022336595085241699,0.00010540567546649982,0.024198434875829844,0.036815831095003526,0.7216592861657497,1.1891868355248123
0.00045305739633167834,0.00010058970705031243,0.026391955393119133,0.026519314245972783,0.7904158608457655,0.7994803749915212
0.0001340217745594259,0.00016843303215282503,0.016943150578907808,0.02480416832342744,0.4773278717769543,0.7122580806812272
0.00019071772640852488,8.602540430110821e-05,0.017876143827656052,0.03890300224460661,0.49443730576911477,1.339151523918379
0.00014669382242283292,0.0001942444332424202,0.018173665566713317,0.029140364652499556,0.5447436425603868,0.8418269719181583
0.0001781269914986069,0.0006402448904758785,0.015793863562814658,0.040734541124943645,0.4641906974505866,1.1130132835699245
0.00011195772943913198,0.00031193608350804425,0.020974170784355373,0.02865221863486804,0.7071022820262471,0.8050710562502965
7.010800384743447e-05,0.00015658016357356246,0.012507942623109556,0.012459940883005038,0.36304734983376113,0.31653590368470175
8.656545370948834e-05,4.927844835747237e-05,0.015023828724012128,0.021790542789106256,0.47230603596194415,0.6781999528676271
4.504501510224941e-05,1.4839261625229483e-05,0.011892491416295524,0.012773848763888236,0.36548048175961595,0.3902083893371746
5.8076907491391696e-05,1.6997033330562773e-05,0.013344986658413837,0.009649921365524642,0.4267847009942634,0.27992501123398544
3.9451206190148016e-05,1.560795648374551e-05,0.009553009869904781,0.007907914375839755,0.2723953713811876,0.21190124100940302
4.5407717583742624e-05,9.490259248777875e-05,0.010084081956809678,0.010611024183686823,0.3014468072154821,0.2353632043079473
3.1524736120823604e-05,0.0001013255487796414,0.010272616539131559,0.014854995718831197,0.31911564735737047,0.44096292869001624
2.575840420300608e-05,1.7466111789462956e-05,0.009500194130747696,0.007351080926577561,0.2971384802133078,0.19628958994490095
1.897120851858176e-05,1.9273884597077995e-05,0.009048643972421996,0.009873519853467587,0.2871621998254879,0.291796751933964
2.2938917753111808e-05,1.0840745040877663e-05,0.008646759893003036,0.009191547276580241,0.2683069269338739,0.2809965662841685
1.9207213297102045e-05,1.0973889179604156e-05,0.00797317907808174,0.00800849098925246,0.247969541187695,0.2320754654891789
1.8680820168293623e-05,2.3321272060547927e-05,0.008242573049115163,0.008426497413415928,0.25532134997816464,0.21780309305237605
1.3997560661394459e-05,1.0826958239886153e-05,0.0073624830159824345,0.010866274175152648,0.22734611248256406,0.32534863820588217
1.3161612742896978e-05,8.741044145858723e-06,0.006232954630483437,0.005038988212426193,0.1788176701043878,0.13350385154220276
9.901586709230514e-06,5.940141776295604e-06,0.006607906082394766,0.007916594387288206,0.20235548088366048,0.235443740211986
9.672004538188616e-06,5.575616283044837e-06,0.0063052279524505135,0.005877802312711719,0.18971416771475633,0.16920696017977316
9.614950438285064e-06,2.1075824756826477e-05,0.006294034255082079,0.005563120175455697,0.18958181448491523,0.13288724293038248
8.910788095528232e-06,7.2279872768376665e-06,0.006338931853021495,0.00697417562531773,0.19708639887179452,0.20388390139620752
7.512930351602165e-06,5.989650440665173e-06,0.0057393459013663235,0.0055193700299889315,0.17268240824992245,0.15416867328868247
7.379428283994116e-06,7.726541633792294e-06,0.005714371097560797,0.005652905307605397,0.1743517948945373,0.15591571830972098
6.603775708761361e-06,1.8111327933138455e-05,0.00541920448513265,0.008115001707163174,0.16405968447487684,0.21703443300360814
