train_loss,test_loss,train_l1_norm,test_l1_norm,train_linf_norm,test_linf_norm
2.953422998905182,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230155944825,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230055809023,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230155944825,2.969603063583374,1.0,1.0,1.0,1.0
2.953423008918762,2.969603063583374,1.0,1.0,1.0,1.0
2.953423008918762,2.969603063583374,1.0,1.0,1.0,1.0
2.953423002243042,2.969603063583374,1.0,1.0,1.0,1.0
2.953423007965088,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229979515074,2.969603063583374,1.0,1.0,1.0,1.0
2.953423004627228,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229998588564,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230160713197,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229974746706,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230055809023,2.969603063583374,1.0,1.0,1.0,1.0
2.953423005104065,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230065345763,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229979515074,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229974746706,2.969603063583374,1.0,1.0,1.0,1.0
2.953423006057739,2.969603063583374,1.0,1.0,1.0,1.0
2.953423006057739,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230098724366,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229974746706,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229974746706,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230070114136,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230122566223,2.969603063583374,1.0,1.0,1.0,1.0
2.953423001766205,2.969603063583374,1.0,1.0,1.0,1.0
2.953423002243042,2.969603063583374,1.0,1.0,1.0,1.0
2.953423011779785,2.969603063583374,1.0,1.0,1.0,1.0
2.953422998905182,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229893684385,2.969603063583374,1.0,1.0,1.0,1.0
2.953423002243042,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229969978334,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229998588564,2.969603063583374,1.0,1.0,1.0,1.0
2.953423007965088,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229946136477,2.969603063583374,1.0,1.0,1.0,1.0
2.953423003196716,2.969603063583374,1.0,1.0,1.0,1.0
2.953423008441925,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230127334595,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229979515074,2.969603063583374,1.0,1.0,1.0,1.0
2.953423004627228,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230122566223,2.969603063583374,1.0,1.0,1.0,1.0
2.953423002243042,2.969603063583374,1.0,1.0,1.0,1.0
2.953423005104065,2.969603063583374,1.0,1.0,1.0,1.0
2.953423010349274,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230151176453,2.969603063583374,1.0,1.0,1.0,1.0
2.953423007488251,2.969603063583374,1.0,1.0,1.0,1.0
2.953423011779785,2.969603063583374,1.0,1.0,1.0,1.0
2.953422999382019,2.969603063583374,1.0,1.0,1.0,1.0
2.953422998905182,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230008125304,2.969603063583374,1.0,1.0,1.0,1.0
2.953423008441925,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230127334595,2.969603063583374,1.0,1.0,1.0,1.0
2.953423010349274,2.969603063583374,1.0,1.0,1.0,1.0
2.9534230065345763,2.969603063583374,1.0,1.0,1.0,1.0
2.953423011302948,2.969603063583374,1.0,1.0,1.0,1.0
2.9534229984283447,2.969603063583374,1.0,1.0,1.0,1.0
2.953423007488251,2.969603063583374,1.0,1.0,1.0,1.0
